dep_id	fips	quad	huc
10000001	f02201	q56135A1	h19010103
10000002	f02201	q56135C3	h19010103
10000003	f02201	q56135D3	h19010103
10000004	f02201	q56135C3	h19010103
10000005	f02201	q56135A1	h19010103
10000006	f02201	q56135A2	h19010103
10000007	f02201	q56135B3	h19010103
10000008	f02201	q56135C2	h19010103
10000009	f02201	q56135C2	h19010103
10000010	f02201	q56135A2	h19010103
10000011	f02201	q56135C1	h19010101
10000012	f02201	q56135A4	h19010103
10000013	f02201	q56135A1	h19010103
10000014	fUS02	q56135A1	
10000015	f02201	q56135A1	h19010103
10000016	f02201	q56135A1	h19010103
10000017	f02201	q56135B3	h19010103
10000018	fUS02	q56135C2	
10000019	f02201	q56135B2	h19010103
10000020	f02201	q56135A1	h19010103
10000021	f02201	q56135C1	h19010103
10000022	f02201	q56135C2	h19010103
10000023	f02201	q56135C2	h19010103
10000024	f02201	q56135B2	h19010103
10000025	fUS02	q56135A2	
10000026	f02201	q56135A1	h19010103
10000027	f02201	q56135A2	h19010103
10000028	f02201	q56135C2	h19010103
10000029	f02201	q56135C2	h19010103
10000030	fUS02	q56135A2	
10000031	f02201	q56135C3	h19010103
10000032	fUS02	q56135C5	
10000033	fUS02	q56135B5	
10000034	f02201	q56135C3	h19010103
10000035	f02201	q56135A1	h19010103
10000036	f02201	q56135C3	h19010103
10000037	f02201	q56135A1	h19010103
10000038	f02201	q56135C2	h19010103
10000039	f02201	q56135A1	h19010103
10000040	f02201	q56135C3	h19010103
10000041	f02201	q56135C1	h19010101
10000042	f02201	q56135A1	h19010103
10000043	f02201	q56135C1	h19010101
10000044	f02201	q56135A2	h19010103
10000045	f02201	q56135B3	h19010103
10000046	fUS02	q56135B2	
10000047	f02201	q56135A1	h19010103
10000048	f02201	q56135A1	h19010103
10000049	f02201	q56135C2	h19010103
10000050	f02201	q56135A2	h19010103
10000051	f02201	q56135B1	h19010103
10000052	f02201	q56135A1	h19010103
10000053	f02201	q56135C1	h19010101
10000054	fUS02	q56135A2	
10000055	f02201	q56135D5	h19010103
10000056	f02201	q56135A1	h19010103
10000057	f02201	q56135B5	h19010103
10000058	f02201	q56135A2	h19010103
10000059	f02201	q56135C2	h19010103
10000060	f02201	q56135B2	h19010103
10000061	fUS02	q56135A2	
10000062	f02280	q56135D7	h19010103
10000063	f02201	q56135A3	h19010103
10000064	f02201	q56135C3	h19010103
10000065	f02201	q56135A1	h19010103
10000066	f02201	q56135C2	h19010103
10000067	f02201	q56135B2	h19010103
10000068	f02201	q56135B2	h19010103
10000069	f02201	q56135C2	h19010103
10000070	f02201	q56135C2	h19010103
10000071	f02201	q56135C2	h19010103
10000072	f02201	q56135C2	h19010103
10000073	f02201	q56135C3	h19010103
10000074	fUS02	q56135A3	
10000075	f02201	q56135A1	h19010103
10000076	f02201	q56135C2	h19010103
10000077	f02201	q56135A2	h19010103
10000078	f02201	q56135A1	h19010103
10000079	f02201	q56135A1	h19010103
10000080	f02201	q56135C1	h19010103
10000081	f02201	q56135A2	h19010103
10000082	f02201	q56135A1	h19010103
10000083	f02201	q56135A1	h19010103
10000084	f02201	q56135A1	h19010103
10000085	f02201	q56135B3	h19010103
10000086	f02201	q56135C1	h19010103
10000087	f02201	q56135C2	h19010103
10000088	f02201	q56135C3	h19010103
10000089	f02201	q56135A1	h19010103
10000090	f02201	q56135A1	h19010103
10000091	f02201	q56135A1	h19010103
10000092	f02201	q56135B2	h19010103
10000093	f02201	q56135C3	h19010103
10000094	f02201	q56135A1	h19010103
10000095	f02201	q56135B1	h19010103
10000096	f02201	q56135B2	h19010103
10000097	f02201	q56135A2	h19010103
10000098	f02201	q56135C1	h19010101
10000099	f02201	q56135B2	h19010103
10000100	fUS02	q56135B2	
10000101	f02201	q56135A4	h19010103
10000102	f02201	q56135A2	h19010103
10000103	f02201	q56135C2	h19010103
10000104	f02201	q56135C2	h19010103
10000105	fUS02	q56135C2	
10000106	f02201	q56135A2	h19010103
10000107	f02201	q56135C2	h19010103
10000108	f02201	q56135C2	h19010103
10000109	f02201	q56135A1	h19010103
10000110	f02201	q56135B2	h19010103
10000111	f02201	q56135C2	h19010103
10000112	f02201	q56135C2	h19010103
10000113	f02201	q56135A1	h19010103
10000114	f02201	q56135C2	h19010103
10000115	f02201	q56135C2	h19010103
10000116	f02201	q56135C3	h19010103
10000117	f02201	q56135B2	h19010103
10000118	f02201	q56135C1	h19010103
10000119	f02201	q56135C2	h19010103
10000120	fUS02	q56135C2	
10000121	f02201	q56135A1	h19010103
10000122	f02201	q56135B3	h19010103
10000123	f02201	q56135A4	h19010103
10000124	f02201	q56135B3	h19010103
10000125	f02201	q56135A1	h19010103
10000126	f02201	q56135A1	h19010103
10000127	f02201	q56135B3	h19010103
10000128	f02201	q56135C2	h19010103
10000129	f02201	q56135B2	h19010103
10000130	f02201	q56135B2	h19010103
10000131	f02201	q56135B3	h19010103
10000132	f02201	q56135B2	h19010103
10000133	f02201	q56135B2	h19010103
10000134	f02201	q56135A4	h19010103
10000135	f02201	q56135A1	h19010103
10000136	f02201	q56135A1	h19010103
10000137	f02201	q56135A1	h19010103
10000138	f02201	q56135A1	h19010103
10000139	f02201	q56135A1	h19010103
10000140	fUS02	q56135B6	
10000141	f02201	q56135B3	h19010103
10000142	f02201	q56135B4	h19010103
10000143	f02201	q56135B3	h19010103
10000144	f02201	q56135B4	h19010103
10000145	f02201	q56135B3	h19010103
10000146	f02201	q56135B5	h19010103
10000147	f02201	q56135B3	h19010103
10000148	f02201	q56135B3	h19010103
10000149	f02201	q56135B3	h19010103
10000150	f02201	q56135B2	h19010103
10000151	f02201	q56135C3	h19010103
10000152	f02201	q56135A4	h19010103
10000153	f02201	q57132A1	h19010101
10000154	f02201	q57132A1	h19010101
10000155	f02201	q57132A1	h19010101
10000156	f02201	q57132A1	h19010101
10000157	f02201	q57132A1	h19010101
10000158	f02201	q57132A1	h19010101
10000159	f02201	q57132A1	h19010101
10000160	f02201	q57132A1	h19010101
10000161	f02201	q57132A1	h19010101
10000162	f02201	q57132A1	h19010101
10000163	f02201	q57132A2	h19010101
10000164	f02201	q57132A2	h19010101
10000165	f02201	q57132A2	h19010101
10000166	f02201	q57132A2	h19010101
10000167	f02201	q57132B3	h19010101
10000168	f02201	q57132A1	h19010101
10000169	f02201	q57132A2	h19010101
10000170	f02201	q57132A2	h19010101
10000171	f02201	q57132B3	h19010101
10000172	f02201	q57132A2	h19010101
10000173	f02201	q57132A2	h19010101
10000174	f02201	q57132A2	h19010101
10000175	f02280	q57132C6	h19010201
10000176	f02280	q57132B5	h19010101
10000177	f02280	q57132B6	h19010101
10000178	f02280	q57132B6	h19010101
10000179	f02280	q57132B4	h19010101
10000180	f02201	q57132B3	h19010101
10000181	f02201	q57132A1	h19010101
10000182	f02201	q57132A1	h19010101
10000183	f02201	q57132A1	h19010101
10000184	f02201	q57132A1	h19010101
10000185	f02201	q57132A1	h19010101
10000186	f02201	q57132A1	h19010101
10000187	f02201	q57132A1	h19010101
10000188	f02201	q57132A1	h19010101
10000189	f02201	q57132A1	h19010101
10000190	f02201	q57132A1	h19010101
10000191	f02201	q57132A1	h19010101
10000192	f02201	q57132A1	h19010101
10000193	f02201	q57132A1	h19010101
10000194	f02201	q57132A1	h19010101
10000195	f02201	q57132A1	h19010101
10000196	f02201	q57132A1	h19010101
10000197	f02201	q57132A1	h19010101
10000198	f02201	q57132A1	h19010101
10000199	f02201	q57132A1	h19010101
10000200	f02201	q57132A1	h19010101
10000201	f02201	q57132A1	h19010101
10000202	f02201	q57132A1	h19010101
10000203	f02201	q57132A1	h19010101
10000204	f02201	q57132A1	h19010101
10000205	f02201	q57132A1	h19010101
10000206	f02201	q57132A1	h19010101
10000207	f02201	q57132A1	h19010101
10000208	f02201	q57132A1	h19010101
10000209	fUS02	q57132A1	
10000210	f02201	q57132A1	h19010101
10000211	f02201	q57132A1	h19010101
10000212	f02201	q57132A1	h19010101
10000213	f02201	q57132A1	h19010101
10000214	f02201	q57132A1	h19010101
10000215	fUS02	q55134C1	
10000216	fUS02	q55134C3	
10000217	f02201	q57132A1	h19010101
10000218	f02201	q55134C1	h19010103
10000219	f02201	q55134C1	h19010103
10000220	fUS02	q55134D5	
10000221	f02201	q55134D1	h19010103
10000222	f02201	q55134D3	h19010103
10000223	f02201	q55134D3	h19010103
10000224	f02201	q55134D1	h19010103
10000225	fUS02	q55134D1	
10000226	f02201	q55134D3	h19010103
10000227	f02201	q55134D1	h19010103
10000228	f02201	q55134D1	h19010103
10000229	f02201	q55134D1	h19010103
10000230	f02201	q55134D1	h19010103
10000231	f02201	q55134D5	h19010103
10000232	f02201	q55134D1	h19010103
10000233	f02201	q55134D1	h19010103
10000234	f02201	q55134D1	h19010103
10000235	f02201	q55134D1	h19010103
10000236	f02201	q55134D1	h19010103
10000237	fUS02	q55134D3	
10000238	f02201	q55134D1	h19010103
10000239	f02201	q55134D1	h19010103
10000240	f02201	q55134D1	h19010103
10000241	f02201	q55134D1	h19010103
10000242	f02201	q55134D1	h19010103
10000243	f02201	q55134D1	h19010103
10000244	f02201	q57132A1	h19010101
10000245	f02280	q57132A6	h19010101
10000246	f02280	q57132B5	h19010101
10000247	f02201	q57132A4	h19010101
10000248	f02050	q60162B6	h19030502
10000249	f02050	q60162B6	h19030502
10000250	fUS02	q60162A8	
10000251	f02050	q60162C7	h19030502
10000252	f02050	q60162B7	h19030502
10000253	f02070	q60162D2	h19030305
10000254	f02050	q60162B7	h19030502
10000255	f02050	q60162D5	h19030502
10000256	f02050	q60162B6	h19030502
10000257	f02070	q60162D3	h19030502
10000258	f02070	q60162B4	h19030305
10000259	f02070	q60162C3	h19030305
10000260	f02050	q60162B6	h19030502
10000261	f02050	q60162B6	h19030502
10000262	f02201	q57132A1	h19010101
10000263	f02201	q57132A1	h19010101
10000264	f02201	q57132A1	h19010101
10000265	fUS02	q60162A8	
10000266	f02201	q57132A1	h19010101
10000267	f02201	q57132A1	h19010101
10000268	f02050	q60162B6	h19030502
10000269	f02050	q60162D4	h19030502
10000270	f02201	q57132A1	h19010101
10000271	f02280	q57134C1	h19010101
10000272	f02280	q57134C1	h19010101
10000273	f02280	q57134D5	h19010202
10000274	f04027	q34116SEG4	h15070201
10000275	f02280	q57134B3	h19010202
10000276	fUS02	q57134C4	h19010202
10000277	f02280	q57134B3	h19010202
10000278	f02280	q57134D5	h19010202
10000279	f02280	q57134D5	h19010202
10000280	f02280	q57134D6	h19010202
10000281	fUS02	q57134A6	h19010202
10000282	f02280	q57134C4	h19010202
10000283	fUS02	q57134B2	h19010202
10000284	f02201	q57134B4	h19010103
10000285	f02201	q57134B4	h19010103
10000286	f02280	q57134B1	h19010101
10000287	f02280	q57134C4	h19010202
10000288	f02280	q57134C4	h19010202
10000289	f02280	q57134D4	h19010202
10000290	f02280	q57134D4	h19010202
10000291	f02280	q57134B3	h19010202
10000292	fUS02	q57134D3	h19010201
10000293	f02201	q57134A5	h19010103
10000294	f02201	q57134A5	h19010103
10000295	f02201	q57134A5	h19010103
10000296	f02201	q57134A5	h19010103
10000297	fUS02	q57134C4	h19010202
10000298	f02261	q61150B5	h19020202
10000299	f02201	q57134A5	h19010103
10000300	f02261	q61150B2	h19020202
10000301	fUS02	q61150D3	
10000302	f02261	q61150D4	h19020201
10000303	f02261	q61150D5	h19020201
10000304	fUS02	q61150B2	
10000305	f02122	q61150B6	h19020302
10000306	f02261	q61150B2	h19020202
10000307	f02261	q61150D2	h19020201
10000308	f02122	q61150B7	h19020302
10000309	f02261	q61150D3	h19020201
10000310	f02122	q61150C7	h19020302
10000311	f02261	q61150B3	h19020202
10000312	fUS02	q61150D2	
10000313	fUS02	q61150D1	
10000314	fUS02	q61150D1	
10000315	f02122	q61150C7	h19020302
10000316	f02261	q61150B4	h19020202
10000317	f02122	q61150B7	h19020302
10000318	f02261	q61150D5	h19020201
10000319	f02261	q61150D3	h19020201
10000320	f02261	q61150B3	h19020202
10000321	fUS02	q61150B2	
10000322	f02122	q61150A7	h19020202
10000323	f02261	q61150B3	h19020202
10000324	f02261	q61150B2	h19020202
10000325	fUS02	q61150A6	
10000326	f02122	q61150C8	h19020302
10000327	fUS02	q61150B2	
10000328	f02122	q61150D7	h19020302
10000329	f02261	q61150D3	h19020201
10000330	f02122	q61150C7	h19020302
10000331	f02122	q61150C7	h19020302
10000332	f02261	q61150D3	h19020201
10000333	f02261	q61150D4	h19020201
10000334	f02122	q61150C7	h19020302
10000335	f02261	q61150D3	h19020201
10000336	f02020	q61150D5	h19020201
10000337	f02261	q61150D3	h19020201
10000338	f02261	q61150D3	h19020201
10000339	f02122	q61150D7	h19020302
10000340	f02261	q61150B2	h19020202
10000341	fUS02	q61150D3	
10000342	f02261	q61150A3	h19020202
10000343	f02261	q61150D4	h19020201
10000344	f02122	q61150D7	h19020302
10000345	f02261	q61150A2	h19020202
10000346	f02261	q61150A3	h19020202
10000347	f02261	q61150A3	h19020202
10000348	f02122	q61150C7	h19020302
10000349	f02020	q61150D7	h19020401
10000350	f02122	q61150A7	h19020202
10000351	f02122	q61150C7	h19020302
10000352	f02261	q61150B4	h19020202
10000353	f02261	q61150D1	h19020201
10000354	f02122	q61150C7	h19020302
10000355	f02122	q61150C8	h19020302
10000356	f02261	q61150B2	h19020202
10000357	f02261	q61147D7	h19020201
10000358	f02261	q61147D7	h19020201
10000359	f02261	q61147D7	h19020201
10000360	f02261	q61147D7	h19020201
10000361	f02261	q61147C5	h19020201
10000362	f02261	q61147C5	h19020201
10000363	f02261	q62147A1	h19020104
10000364	f02261	q61147D7	h19020201
10000365	f02261	q61147D7	h19020201
10000366	fUS02	q61147D7	
10000367	fUS02	q61147B5	
10000368	fUS02	q61147D7	
10000369	fUS02	q61147C7	
10000370	f02261	q61147C5	h19020201
10000371	fUS02	q61147D8	
10000372	f02261	q61147D7	h19020201
10000373	f02261	q61147D8	h19020201
10000374	fUS02	q61147C7	
10000375	f02261	q61147D7	h19020201
10000376	f02261	q61147B4	h19020104
10000377	f02122	q61150B7	h19020302
10000378	fUS02	q61150C4	
10000379	f02122	q61150C7	h19020302
10000380	f02122	q61150A7	h19020202
10000381	f02122	q61150C7	h19020302
10000382	f02261	q61150D4	h19020201
10000383	f02261	q61150D2	h19020201
10000384	f02261	q61150D4	h19020201
10000385	f02122	q61150C7	h19020302
10000386	fUS02	q61150B2	
10000387	f02122	q61150B7	h19020302
10000388	fUS02	q61150B2	
10000389	f02261	q61150B2	h19020202
10000390	f02020	q61150D7	h19020401
10000391	f02261	q61150D3	h19020201
10000392	f02261	q61150D4	h19020201
10000393	f02122	q61150C7	h19020302
10000394	f02261	q61150D3	h19020201
10000395	f02261	q61150D4	h19020201
10000396	f02261	q61150B2	h19020202
10000397	fUS02	q61150A4	
10000398	fUS02	q61150D4	
10000399	f02261	q61150A3	h19020202
10000400	fUS02	q61150A3	
10000401	f02261	q61150B3	h19020202
10000402	f02261	q61150D1	h19020201
10000403	fUS02	q61150B2	
10000404	f02261	q61150B3	h19020202
10000405	f02261	q61150D4	h19020201
10000406	f02122	q60153B2	h19020202
10000407	f02122	q60153C2	h19020202
10000408	fUS02	q60153C2	
10000409	f02122	q60153C2	h19020202
10000410	f02122	q60153C2	h19020202
10000411	f02122	q60153C2	h19020202
10000412	f02122	q60153C2	h19020202
10000413	f02122	q60153C2	h19020202
10000414	f02122	q60153C2	h19020202
10000415	f02122	q60153C2	h19020202
10000416	f02122	q60153D5	h19020301
10000417	f02170	q62153C6	h19020504
10000418	f02170	q62153C3	h19020505
10000419	f02170	q62153B3	h19020504
10000420	f02170	q62153B3	h19020504
10000421	f02170	q62153D8	h19020504
10000422	f02261	q60150D4	h19020202
10000423	f02122	q60150D7	h19020202
10000424	f02122	q60150D7	h19020202
10000425	fUS02	q60150C8	
10000426	fUS02	q60150C8	
10000427	f02122	q60150D8	h19020202
10000428	fUS02	q60150D7	
10000429	fUS02	q60150D3	
10000430	fUS02	q60150D7	
10000431	fUS02	q60150C8	
10000432	fUS02	q60150D7	
10000433	f02122	q60150D7	h19020202
10000434	f02261	q60150D3	h19020202
10000435	f02261	q60150D3	h19020202
10000436	f02122	q60150D7	h19020202
10000437	f02122	q61150D7	h19020302
10000438	f02122	q61150D7	h19020302
10000439	f02122	q61150C7	h19020302
10000440	f02122	q61150D6	h19020302
10000441	f02122	q61150D7	h19020302
10000442	f02122	q61150D7	h19020302
10000443	f02122	q61150C8	h19020302
10000444	f02020	q61150D6	h19020401
10000445	f02122	q61150D7	h19020302
10000446	f02122	q61150C7	h19020302
10000447	f02122	q61150B8	h19020302
10000448	f02020	q61150D7	h19020401
10000449	f02122	q61150D7	h19020302
10000450	f02122	q61150B8	h19020302
10000451	f02122	q61150C7	h19020302
10000452	f02020	q61150D6	h19020401
10000453	f02122	q61150C7	h19020302
10000454	f02122	q61150D7	h19020302
10000455	f02261	q61150A3	h19020202
10000456	f02122	q61150B7	h19020302
10000457	f02020	q61150D6	h19020401
10000458	f02122	q61150D6	h19020302
10000459	f02122	q61150D8	h19020302
10000460	f02122	q61150C8	h19020302
10000461	f02122	q61150D7	h19020302
10000462	f02122	q61150C7	h19020302
10000463	fUS02	q61150D5	
10000464	f02122	q61150B8	h19020202
10000465	f02122	q61153B1	h19020302
10000466	f02122	q61153C4	h19020302
10000467	f02122	q60153B4	h19020202
10000468	fUS02	q60153A5	h19020301
10000469	f02122	q60153B5	h19020301
10000470	f02122	q60153C1	h19020202
10000471	f02122	q60153A5	h19020301
10000472	f02122	q60153B4	h19020202
10000473	f02290	q64156A4	h19030405
10000474	f02180	q66169B5	h19050105
10000475	f02180	q65165C5	h19050104
10000476	f02050	q62159D4	h19030501
10000477	f02164	q61156A3	h19030205
10000478	f02013	q56162A2	h19030101
10000480	f02188	q68159B3	h19050303
10000481	f02188	q68159A1	h19050302
10000482	f02110	q59136A2	h19010204
10000483	f02100	q60138B4	h19010303
10000484	f02232	q58134D5	h19010201
10000486	f02188	q68156A5	h19050302
10000487	fUS02	q60153A5	h19020301
10000488	f02122	q60153B4	h19020202
10000489	f02261	q61150A3	h19020202
10000490	fUS02	q61147D8	
10000491	f02090	q65150D2	h19040509
10000492	f02090	q65150D2	h19040509
10000493	f02090	q66150A1	h19040506
10000494	f02290	q68150C3	h19040301
10000495	f02201	q56135C1	h19010103
10000496	f02201	q56135B2	h19010103
10000497	f02201	q55134D1	h19010103
10000498	f02232	q59139D1	h19010302
10000499	f02220	q58137C7	h19010203
10000500	f02232	q58137D8	h19010203
10000501	f02232	q58137D7	h19010203
10000502	f02232	q59136A3	h19010204
10000503	f02110	q59136B2	h19010301
10000504	f02110	q59136D4	h19010301
10000505	f02110	q59136D4	h19010301
10000506	f02170	q64150A6	h19020502
10000507	f02068	q64153C1	h19040510
10000508	f02261	q63144A2	h19040501
10000509	f02290	q68150C3	h19040301
10000510	f02270	q63162A4	h19040804
10000511	f02110	q59136B2	h19010301
10000512	f02100	q60138B4	h19010303
10000513	f02261	q63144A4	h19040501
10000514	f02261	q62144C5	h19020103
10000515	f02170	q62150D7	h19020505
10000516	f02170	q62150D7	h19020505
10000517	f02261	q63144B5	h19040501
10000518	f02170	q62150D6	h19020505
10000519	f02170	q62150D7	h19020505
10000520	f02180	q65165D5	h19050104
10000521	f02180	q65165C4	h19050104
10000522	f02180	q65165D5	h19050104
10000523	f02090	q65150D2	h19040509
10000524	f02090	q65150D3	h19040509
10000525	f02090	q66150A1	h19040506
10000526	f02240	q64147A2	h19020101
10000527	f02170	q62150D7	h19020505
10000528	f02290	q63159B5	h19040803
10000529	f02188	q66162D6	h19050202
10000530	f02180	q66165C6	h19050105
10000531	f02188	q66165D2	h19050202
10000532	f02170	q63153B4	h19020504
10000533	f02170	q63153B2	h19020504
10000534	f02290	q63156D6	h19030405
10000535	f02170	q64150A1	h19020501
10000536	f02122	q61150C7	h19020302
10000537	f02050	q60162B7	h19030502
10000538	f02261	q62144B2	h19020103
10000539	f02050	q62162A4	h19030502
10000540	f02188	q67159D3	h19050303
10000541	f02090	q66150A1	h19040509
10000542	f02290	q65156B5	h19040702
10000543	f02290	q66153A1	h19040511
10000544	f02290	q68153B1	h19040601
10000545	f02068	q64153C1	h19040510
10000546	f02290	q64159C1	h19040802
10000547	f02290	q63159B5	h19040803
10000548	f02290	q66147B2	h19040402
10000549	f02290	q66144B5	h19040401
10000550	f02261	q61144B1	h19020103
10000551	f02240	q65144A2	h19040104
10000552	f02240	q65144B1	h19040104
10000553	f02290	q67156A6	h19040608
10000554	f02180	q65168C1	h19050104
10000555	f02180	q65168C1	h19050104
10000556	f02290	q68153B1	h19040601
10000557	f02290	q68150B5	h19040602
10000558	f02290	q68153B1	h19040601
10000559	f02290	q68153B3	h19040601
10000560	f02290	q68153B4	h19040601
10000561	f02290	q67153D1	h19040602
10000562	f02290	q68150C6	h19040601
10000563	f02290	q68153B1	h19040601
10000564	f02290	q68150C5	h19040601
10000565	f02290	q67153D2	h19040602
10000566	f02290	q67153D2	h19040602
10000567	f02290	q67153D1	h19040602
10000568	f02290	q68153A1	h19040602
10000569	f02290	q68150B5	h19040602
10000570	f02290	q68150B5	h19040602
10000571	f02290	q68153B2	h19040601
10000572	f02290	q68153B3	h19040601
10000573	f02290	q68153B4	h19040601
10000574	f02290	q68153C3	h19040601
10000575	f02290	q68153A1	h19040601
10000576	f02290	q68153B6	h19040603
10000577	f02290	q68153B1	h19040601
10000578	f02290	q68153C1	h19040601
10000579	f02290	q68153B1	h19040601
10000580	f02290	q68153B1	h19040601
10000581	f02290	q68150A6	h19040601
10000582	f02290	q68153A1	h19040601
10000583	f02290	q68150B6	h19040601
10000584	f02290	q68150C6	h19040601
10000585	f02290	q68150C6	h19040601
10000586	f02290	q68153B3	h19040601
10000587	f02290	q68153B4	h19040601
10000588	f02290	q68153B1	h19040601
10000589	f02290	q67153D1	h19040602
10000590	f02290	q68153A1	h19040601
10000591	f02290	q68153A1	h19040601
10000592	f02290	q68153A1	h19040601
10000593	f02290	q68153B3	h19040601
10000594	f02290	q68153B4	h19040601
10000595	f02068	q64153C3	h19040510
10000596	f02068	q64153C2	h19040510
10000597	f02068	q64153C2	h19040510
10000598	f02068	q64153C3	h19040510
10000599	f02068	q64153C2	h19040510
10000600	f02068	q64153B1	h19040510
10000601	f02068	q64153D1	h19040510
10000602	f02068	q64153B2	h19040510
10000603	f02068	q64153C3	h19040510
10000604	f02068	q64153C2	h19040510
10000605	f02068	q64153C2	h19040510
10000606	f02068	q64153C2	h19040510
10000607	f02068	q64153C2	h19040510
10000608	f02068	q64153B2	h19040510
10000609	f02068	q64153C2	h19040510
10000610	f02068	q64153C2	h19040510
10000611	f02068	q64153C2	h19040510
10000612	f02068	q64153C2	h19040510
10000613	f02068	q64153A3	h19040510
10000614	f02068	q64153B1	h19040510
10000615	f02068	q64153C2	h19040510
10000616	f02068	q64153C2	h19040510
10000617	f02068	q64153C2	h19040510
10000618	f02068	q64153C2	h19040510
10000619	f02068	q64153C2	h19040510
10000620	f02068	q64153D2	h19040510
10000621	f02068	q64153C2	h19040510
10000622	f02068	q64153C2	h19040510
10000623	f02068	q64153C2	h19040510
10000624	f02068	q64153A3	h19040510
10000625	f02068	q64153A3	h19040510
10000626	f02068	q64153B1	h19040510
10000627	f02068	q64153C2	h19040510
10000628	f02068	q64153C2	h19040510
10000629	f02068	q64153A3	h19040510
10000630	f02068	q64153C2	h19040510
10000631	f02068	q64153C2	h19040510
10000632	f02068	q64153A3	h19040510
10000633	f02068	q64153C2	h19040510
10000634	f02068	q64153C2	h19040510
10000635	f02068	q64153C2	h19040510
10000636	f02068	q64153B3	h19040510
10000637	f02068	q64153C1	h19040510
10000638	f02068	q64153A3	h19040510
10000639	f02068	q64153C2	h19040510
10000640	f02068	q64153A3	h19040510
10000641	f02068	q64153B1	h19040510
10000642	f02068	q64153B1	h19040510
10000643	f02068	q64153D1	h19040510
10000644	f02068	q64153C2	h19040510
10000645	f02068	q64153C2	h19040510
10000646	f02068	q64153C2	h19040510
10000647	f02068	q64153C2	h19040510
10000648	f02068	q64153C2	h19040510
10000649	f02068	q64153C2	h19040510
10000650	f02068	q64153C2	h19040510
10000651	f02068	q64153C2	h19040510
10000652	f02068	q64153C1	h19040510
10000653	f02068	q64153C2	h19040510
10000654	f02068	q64153C1	h19040510
10000655	f02068	q64153C2	h19040510
10000656	f02068	q64153C2	h19040510
10000657	f02068	q64153C2	h19040510
10000658	f02068	q64153C3	h19040510
10000659	f02068	q64153C2	h19040510
10000660	f02068	q64153C2	h19040510
10000661	f02068	q64153D1	h19040510
10000662	f02068	q64153B1	h19040510
10000663	f02068	q64153C2	h19040510
10000664	f02068	q64153C2	h19040510
10000665	f02068	q64153C2	h19040510
10000666	f02068	q64153D1	h19040510
10000667	f02068	q64153C2	h19040510
10000668	f02068	q64153C2	h19040510
10000669	f02068	q64153C1	h19040510
10000670	f02068	q64153C2	h19040510
10000671	f02068	q64153C1	h19040510
10000672	f02068	q64153D1	h19040510
10000673	f02068	q64153C2	h19040510
10000674	f02068	q64153C2	h19040510
10000675	f02170	q64150A1	h19020501
10000676	f02170	q64150A6	h19020502
10000677	f02170	q64150A1	h19020501
10000678	f02170	q64150A1	h19020501
10000679	f02170	q64150B6	h19020502
10000680	f02068	q64150D2	h19040507
10000681	f02170	q64150A6	h19020502
10000682	f02170	q64150B5	h19020502
10000683	f02170	q64150A1	h19020501
10000684	f02170	q64150A6	h19020502
10000685	f02170	q64150A6	h19020502
10000686	f02170	q64150A6	h19020502
10000687	f02240	q64150D1	h19040507
10000688	f02068	q64150D2	h19040507
10000689	f02170	q64150B6	h19020502
10000690	f02170	q64150A6	h19020502
10000691	f02170	q64150A6	h19020502
10000692	f02170	q64150A6	h19020502
10000693	f02170	q64150B6	h19020502
10000694	f02170	q64150A6	h19020502
10000695	f02068	q64150C6	h19040510
10000696	f02170	q64150B5	h19020502
10000697	f02170	q64150A5	h19020502
10000698	f02170	q64150A6	h19020502
10000699	f02170	q64150A6	h19020502
10000700	f02170	q64150A6	h19020502
10000701	f02068	q64150D2	h19040507
10000702	f02170	q64150A1	h19020501
10000703	f02170	q64150A1	h19020501
10000704	f02170	q64150A6	h19020502
10000705	f02240	q64150D1	h19040507
10000706	f02068	q64150D4	h19040507
10000707	f02068	q64150D4	h19040508
10000708	f02068	q64150D4	h19040508
10000709	f02170	q64150A2	h19020501
10000710	f02170	q64150A1	h19020501
10000711	f02068	q64150D4	h19040508
10000712	f02240	q64150D1	h19040507
10000713	f02068	q64150D4	h19040508
10000714	f02240	q64150D1	h19040504
10000715	f02170	q64150A6	h19020502
10000716	f02170	q64150A2	h19020501
10000717	f02170	q64150A1	h19020501
10000718	f02170	q64150A1	h19020501
10000719	f02068	q64150B4	h19040508
10000722	f02170	q64150A1	h19020501
10000723	f02170	q64150A1	h19020501
10000724	f02068	q64150C2	h19040507
10000725	f02240	q64150C2	h19040507
10000726	f02240	q64150C1	h19040504
10000727	f02170	q64150A2	h19020501
10000728	f02170	q64150A2	h19020501
10000729	f02068	q64150C2	h19040507
10000730	f02068	q64150C4	h19040508
10000731	f02170	q64150A6	h19020502
10000732	f02170	q64150A6	h19020502
10000733	f02170	q64150A6	h19020502
10000734	f02170	q64150A6	h19020502
10000735	f02170	q64150A6	h19020502
10000736	f02068	q64150B5	h19040508
10000737	f02068	q64150B5	h19040508
10000738	f02261	q63144D6	h19020101
10000739	f02261	q63144D6	h19020101
10000740	f02261	q63144D6	h19020101
10000741	f02261	q63144D6	h19020101
10000742	f02261	q63144C5	h19020101
10000743	f02261	q63144C5	h19020101
10000744	f02261	q63144C5	h19040502
10000745	f02261	q63144B5	h19040501
10000746	f02261	q63144B5	h19040501
10000747	f02261	q63144B5	h19040501
10000748	f02261	q63144B5	h19040501
