sample_id,patch_filename,patch_path,label,spatial_block_id,spatial_split
MN_OCC_0052,patch_MN_OCC_0052.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0052.npy,1,21_80,validation
MN_OCC_0053,patch_MN_OCC_0053.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0053.npy,1,21_80,validation
MN_OCC_0054,patch_MN_OCC_0054.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0054.npy,1,20_86,train
MN_OCC_0055,patch_MN_OCC_0055.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0055.npy,1,21_80,validation
MN_OCC_0056,patch_MN_OCC_0056.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0056.npy,1,21_79,train
MN_OCC_0057,patch_MN_OCC_0057.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0057.npy,1,21_80,validation
MN_OCC_0059,patch_MN_OCC_0059.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0059.npy,1,21_80,validation
MN_OCC_0060,patch_MN_OCC_0060.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0060.npy,1,21_80,validation
MN_OCC_0061,patch_MN_OCC_0061.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0061.npy,1,23_74,train
MN_OCC_0062,patch_MN_OCC_0062.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0062.npy,1,22_72,train
MN_OCC_0063,patch_MN_OCC_0063.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0063.npy,1,21_80,validation
MN_OCC_0064,patch_MN_OCC_0064.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0064.npy,1,34_73,train
MN_OCC_0065,patch_MN_OCC_0065.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0065.npy,1,22_73,train
MN_OCC_0067,patch_MN_OCC_0067.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0067.npy,1,19_83,train
MN_OCC_0068,patch_MN_OCC_0068.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0068.npy,1,21_79,train
MN_OCC_0069,patch_MN_OCC_0069.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0069.npy,1,21_79,train
MN_OCC_0070,patch_MN_OCC_0070.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0070.npy,1,13_75,train
MN_OCC_0071,patch_MN_OCC_0071.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0071.npy,1,15_76,test
MN_OCC_0072,patch_MN_OCC_0072.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0072.npy,1,21_79,train
MN_OCC_0073,patch_MN_OCC_0073.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0073.npy,1,21_80,validation
MN_OCC_0074,patch_MN_OCC_0074.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0074.npy,1,34_73,train
MN_OCC_0075,patch_MN_OCC_0075.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0075.npy,1,21_80,validation
MN_OCC_0076,patch_MN_OCC_0076.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0076.npy,1,23_86,test
MN_OCC_0078,patch_MN_OCC_0078.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0078.npy,1,21_80,validation
MN_OCC_0079,patch_MN_OCC_0079.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0079.npy,1,21_80,validation
MN_OCC_0080,patch_MN_OCC_0080.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0080.npy,1,21_80,validation
MN_OCC_0081,patch_MN_OCC_0081.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0081.npy,1,21_79,train
MN_OCC_0082,patch_MN_OCC_0082.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0082.npy,1,21_80,validation
MN_OCC_0083,patch_MN_OCC_0083.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0083.npy,1,21_80,validation
MN_OCC_0084,patch_MN_OCC_0084.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0084.npy,1,15_74,train
MN_OCC_0085,patch_MN_OCC_0085.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0085.npy,1,31_69,validation
MN_OCC_0086,patch_MN_OCC_0086.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0086.npy,1,21_80,validation
MN_OCC_0087,patch_MN_OCC_0087.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0087.npy,1,15_79,validation
MN_OCC_0088,patch_MN_OCC_0088.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0088.npy,1,16_79,train
MN_OCC_0089,patch_MN_OCC_0089.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0089.npy,1,21_79,train
MN_OCC_0090,patch_MN_OCC_0090.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0090.npy,1,15_74,train
MN_OCC_0092,patch_MN_OCC_0092.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0092.npy,1,21_78,train
MN_OCC_0093,patch_MN_OCC_0093.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0093.npy,1,14_76,validation
MN_OCC_0094,patch_MN_OCC_0094.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0094.npy,1,21_80,validation
MN_OCC_0095,patch_MN_OCC_0095.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0095.npy,1,21_80,validation
MN_OCC_0096,patch_MN_OCC_0096.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0096.npy,1,21_80,validation
MN_OCC_0097,patch_MN_OCC_0097.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0097.npy,1,21_79,train
MN_OCC_0098,patch_MN_OCC_0098.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0098.npy,1,22_85,train
MN_OCC_0100,patch_MN_OCC_0100.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0100.npy,1,15_74,train
MN_OCC_0101,patch_MN_OCC_0101.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0101.npy,1,21_80,validation
MN_OCC_0102,patch_MN_OCC_0102.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0102.npy,1,21_79,train
MN_OCC_0103,patch_MN_OCC_0103.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0103.npy,1,21_80,validation
MN_OCC_0106,patch_MN_OCC_0106.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0106.npy,1,21_79,train
MN_OCC_0107,patch_MN_OCC_0107.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0107.npy,1,22_85,train
MN_OCC_0108,patch_MN_OCC_0108.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0108.npy,1,22_80,train
MN_OCC_0109,patch_MN_OCC_0109.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0109.npy,1,34_73,train
MN_OCC_0110,patch_MN_OCC_0110.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0110.npy,1,21_79,train
MN_OCC_0111,patch_MN_OCC_0111.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0111.npy,1,21_80,validation
MN_OCC_0112,patch_MN_OCC_0112.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0112.npy,1,20_76,train
MN_OCC_0113,patch_MN_OCC_0113.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0113.npy,1,21_80,validation
MN_OCC_0114,patch_MN_OCC_0114.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0114.npy,1,15_74,train
MN_OCC_0115,patch_MN_OCC_0115.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0115.npy,1,21_80,validation
MN_OCC_0116,patch_MN_OCC_0116.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0116.npy,1,21_80,validation
MN_OCC_0117,patch_MN_OCC_0117.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0117.npy,1,21_79,train
MN_OCC_0118,patch_MN_OCC_0118.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0118.npy,1,21_80,validation
MN_OCC_0119,patch_MN_OCC_0119.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0119.npy,1,21_85,test
MN_OCC_0122,patch_MN_OCC_0122.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0122.npy,1,21_80,validation
MN_OCC_0124,patch_MN_OCC_0124.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0124.npy,1,21_79,train
MN_OCC_0125,patch_MN_OCC_0125.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0125.npy,1,15_74,train
MN_OCC_0126,patch_MN_OCC_0126.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0126.npy,1,21_80,validation
MN_OCC_0127,patch_MN_OCC_0127.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0127.npy,1,34_73,train
MN_OCC_0128,patch_MN_OCC_0128.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0128.npy,1,21_85,test
MN_OCC_0129,patch_MN_OCC_0129.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0129.npy,1,18_83,validation
MN_OCC_0130,patch_MN_OCC_0130.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0130.npy,1,21_80,validation
MN_OCC_0131,patch_MN_OCC_0131.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0131.npy,1,21_80,validation
MN_OCC_0132,patch_MN_OCC_0132.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0132.npy,1,22_74,validation
MN_OCC_0133,patch_MN_OCC_0133.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0133.npy,1,21_80,validation
MN_OCC_0134,patch_MN_OCC_0134.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0134.npy,1,15_74,train
MN_OCC_0135,patch_MN_OCC_0135.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0135.npy,1,22_73,train
MN_OCC_0136,patch_MN_OCC_0136.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0136.npy,1,21_80,validation
MN_OCC_0137,patch_MN_OCC_0137.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0137.npy,1,15_74,train
MN_OCC_0138,patch_MN_OCC_0138.npy,d:\mangan ai\data\training\patches\patch_MN_OCC_0138.npy,1,21_79,train
MN_BG_0001,patch_MN_BG_0001.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0001.npy,0,15_74,train
MN_BG_0002,patch_MN_BG_0002.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0002.npy,0,18_83,validation
MN_BG_0003,patch_MN_BG_0003.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0003.npy,0,15_75,test
MN_BG_0004,patch_MN_BG_0004.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0004.npy,0,18_84,train
MN_BG_0005,patch_MN_BG_0005.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0005.npy,0,18_83,validation
MN_BG_0006,patch_MN_BG_0006.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0006.npy,0,18_83,validation
MN_BG_0007,patch_MN_BG_0007.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0007.npy,0,14_74,train
MN_BG_0008,patch_MN_BG_0008.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0008.npy,0,21_85,test
MN_BG_0009,patch_MN_BG_0009.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0009.npy,0,21_83,train
MN_BG_0010,patch_MN_BG_0010.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0010.npy,0,21_78,train
MN_BG_0011,patch_MN_BG_0011.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0011.npy,0,19_83,train
MN_BG_0012,patch_MN_BG_0012.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0012.npy,0,18_84,train
MN_BG_0013,patch_MN_BG_0013.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0013.npy,0,14_75,train
MN_BG_0014,patch_MN_BG_0014.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0014.npy,0,18_82,train
MN_BG_0015,patch_MN_BG_0015.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0015.npy,0,20_86,train
MN_BG_0016,patch_MN_BG_0016.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0016.npy,0,18_83,validation
MN_BG_0017,patch_MN_BG_0017.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0017.npy,0,18_84,train
MN_BG_0018,patch_MN_BG_0018.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0018.npy,0,20_83,test
MN_BG_0019,patch_MN_BG_0019.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0019.npy,0,22_79,train
MN_BG_0020,patch_MN_BG_0020.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0020.npy,0,22_85,train
MN_BG_0021,patch_MN_BG_0021.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0021.npy,0,21_78,train
MN_BG_0022,patch_MN_BG_0022.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0022.npy,0,18_83,validation
MN_BG_0023,patch_MN_BG_0023.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0023.npy,0,16_76,train
MN_BG_0024,patch_MN_BG_0024.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0024.npy,0,20_79,validation
MN_BG_0025,patch_MN_BG_0025.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0025.npy,0,22_84,train
MN_BG_0026,patch_MN_BG_0026.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0026.npy,0,20_84,test
MN_BG_0027,patch_MN_BG_0027.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0027.npy,0,18_85,train
MN_BG_0028,patch_MN_BG_0028.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0028.npy,0,19_84,test
MN_BG_0029,patch_MN_BG_0029.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0029.npy,0,14_75,train
MN_BG_0030,patch_MN_BG_0030.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0030.npy,0,14_74,train
MN_BG_0031,patch_MN_BG_0031.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0031.npy,0,21_80,validation
MN_BG_0032,patch_MN_BG_0032.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0032.npy,0,15_75,test
MN_BG_0033,patch_MN_BG_0033.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0033.npy,0,18_84,train
MN_BG_0034,patch_MN_BG_0034.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0034.npy,0,22_84,train
MN_BG_0035,patch_MN_BG_0035.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0035.npy,0,13_76,train
MN_BG_0036,patch_MN_BG_0036.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0036.npy,0,21_79,train
MN_BG_0037,patch_MN_BG_0037.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0037.npy,0,20_83,test
MN_BG_0038,patch_MN_BG_0038.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0038.npy,0,19_82,train
MN_BG_0039,patch_MN_BG_0039.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0039.npy,0,21_79,train
MN_BG_0040,patch_MN_BG_0040.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0040.npy,0,15_76,test
MN_BG_0041,patch_MN_BG_0041.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0041.npy,0,21_85,test
MN_BG_0042,patch_MN_BG_0042.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0042.npy,0,19_82,train
MN_BG_0043,patch_MN_BG_0043.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0043.npy,0,15_76,test
MN_BG_0044,patch_MN_BG_0044.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0044.npy,0,20_83,test
MN_BG_0045,patch_MN_BG_0045.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0045.npy,0,20_80,train
MN_BG_0046,patch_MN_BG_0046.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0046.npy,0,21_80,validation
MN_BG_0047,patch_MN_BG_0047.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0047.npy,0,14_75,train
MN_BG_0048,patch_MN_BG_0048.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0048.npy,0,18_84,train
MN_BG_0049,patch_MN_BG_0049.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0049.npy,0,22_79,train
MN_BG_0050,patch_MN_BG_0050.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0050.npy,0,13_75,train
MN_BG_0051,patch_MN_BG_0051.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0051.npy,0,18_83,validation
MN_BG_0052,patch_MN_BG_0052.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0052.npy,0,19_84,test
MN_BG_0053,patch_MN_BG_0053.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0053.npy,0,14_75,train
MN_BG_0054,patch_MN_BG_0054.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0054.npy,0,15_75,test
MN_BG_0055,patch_MN_BG_0055.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0055.npy,0,21_79,train
MN_BG_0056,patch_MN_BG_0056.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0056.npy,0,18_84,train
MN_BG_0057,patch_MN_BG_0057.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0057.npy,0,19_84,test
MN_BG_0058,patch_MN_BG_0058.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0058.npy,0,22_80,train
MN_BG_0059,patch_MN_BG_0059.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0059.npy,0,19_85,train
MN_BG_0060,patch_MN_BG_0060.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0060.npy,0,19_84,test
MN_BG_0061,patch_MN_BG_0061.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0061.npy,0,18_85,train
MN_BG_0062,patch_MN_BG_0062.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0062.npy,0,14_74,train
MN_BG_0063,patch_MN_BG_0063.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0063.npy,0,16_75,train
MN_BG_0064,patch_MN_BG_0064.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0064.npy,0,14_75,train
MN_BG_0065,patch_MN_BG_0065.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0065.npy,0,22_79,train
MN_BG_0066,patch_MN_BG_0066.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0066.npy,0,21_82,test
MN_BG_0067,patch_MN_BG_0067.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0067.npy,0,15_77,train
MN_BG_0068,patch_MN_BG_0068.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0068.npy,0,22_79,train
MN_BG_0069,patch_MN_BG_0069.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0069.npy,0,13_76,train
MN_BG_0070,patch_MN_BG_0070.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0070.npy,0,21_80,validation
MN_BG_0071,patch_MN_BG_0071.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0071.npy,0,21_80,validation
MN_BG_0072,patch_MN_BG_0072.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0072.npy,0,22_78,test
MN_BG_0073,patch_MN_BG_0073.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0073.npy,0,21_78,train
MN_BG_0074,patch_MN_BG_0074.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0074.npy,0,20_80,train
MN_BG_0075,patch_MN_BG_0075.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0075.npy,0,22_82,train
MN_BG_0076,patch_MN_BG_0076.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0076.npy,0,20_83,test
MN_BG_0077,patch_MN_BG_0077.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0077.npy,0,18_84,train
MN_BG_0078,patch_MN_BG_0078.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0078.npy,0,18_85,train
MN_BG_0079,patch_MN_BG_0079.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0079.npy,0,22_86,train
MN_BG_0080,patch_MN_BG_0080.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0080.npy,0,18_83,validation
MN_BG_0081,patch_MN_BG_0081.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0081.npy,0,19_84,test
MN_BG_0082,patch_MN_BG_0082.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0082.npy,0,20_85,train
MN_BG_0083,patch_MN_BG_0083.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0083.npy,0,14_75,train
MN_BG_0084,patch_MN_BG_0084.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0084.npy,0,19_85,train
MN_BG_0085,patch_MN_BG_0085.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0085.npy,0,18_84,train
MN_BG_0086,patch_MN_BG_0086.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0086.npy,0,22_78,test
MN_BG_0087,patch_MN_BG_0087.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0087.npy,0,18_84,train
MN_BG_0088,patch_MN_BG_0088.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0088.npy,0,20_79,validation
MN_BG_0089,patch_MN_BG_0089.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0089.npy,0,21_80,validation
MN_BG_0090,patch_MN_BG_0090.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0090.npy,0,21_80,validation
